timestamp,event_type,token_id,reset_time_utc8
2026-07-01 03:37:16,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 11:37:16
2026-07-01 03:37:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 11:37:25
2026-07-01 10:38:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 18:38:04
2026-07-01 10:38:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 18:38:12
2026-07-01 15:20:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 23:20:51
2026-07-01 15:20:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 23:20:58
2026-07-01 21:54:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 05:54:15
2026-07-01 21:54:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 05:54:25
2026-07-02 03:36:53,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 11:36:53
2026-07-02 03:37:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 11:37:03
2026-07-02 11:44:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 19:44:19
2026-07-02 11:44:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 19:44:29
2026-07-02 16:17:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 00:17:19
2026-07-02 16:17:28,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 00:17:28
2026-07-02 22:31:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 06:31:50
2026-07-02 22:31:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 06:31:58
2026-07-03 06:05:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 14:05:25
2026-07-03 06:05:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 14:05:34
2026-07-03 11:42:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 19:42:50
2026-07-03 11:42:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 19:42:59
2026-07-03 16:02:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 00:02:29
2026-07-03 16:02:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 00:02:38
2026-07-03 22:29:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 06:29:25
2026-07-03 22:29:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 06:29:32
2026-07-04 05:56:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 13:56:32
2026-07-04 05:56:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 13:56:40
2026-07-04 11:02:09,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 19:02:09
2026-07-04 11:02:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 19:02:19
2026-07-04 15:35:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 23:35:43
2026-07-04 15:35:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 23:35:51
2026-07-04 22:15:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 06:15:14
2026-07-04 22:15:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 06:15:22
2026-07-05 06:16:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 14:16:10
2026-07-05 06:16:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 14:16:17
2026-07-05 11:15:18,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 19:15:18
2026-07-05 11:15:26,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 19:15:26
2026-07-05 15:40:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 23:40:34
2026-07-05 15:40:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 23:40:43
2026-07-05 22:26:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-06 06:26:48
2026-07-05 22:26:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-06 06:26:56
2026-07-06 06:49:07,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-06 14:49:07
2026-07-06 06:49:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-06 14:49:14
2026-07-06 13:00:45,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-06 21:00:45
2026-07-06 13:00:53,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-06 21:00:53
2026-07-06 17:17:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-07 01:17:40
2026-07-06 17:17:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-07 01:17:50
2026-07-06 22:41:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-07 06:41:19
2026-07-06 22:41:28,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-07 06:41:28
