timestamp,event_type,token_id,reset_time_utc8
2026-03-01 03:25:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 11:25:36
2026-03-01 03:25:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 11:25:48
2026-03-01 09:35:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 17:35:59
2026-03-01 09:36:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 17:36:11
2026-03-01 14:34:45,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 22:34:45
2026-03-01 14:34:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 22:34:55
2026-03-01 21:33:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 05:33:37
2026-03-01 21:33:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 05:33:48
2026-03-02 03:18:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 11:18:14
2026-03-02 03:18:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 11:18:27
2026-03-02 09:38:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 17:38:38
2026-03-02 09:39:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 17:39:27
2026-03-02 14:38:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 22:38:56
2026-03-02 14:39:09,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 22:39:09
2026-03-02 21:36:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 05:36:38
2026-03-02 21:36:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 05:36:55
2026-03-03 03:20:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 11:20:39
2026-03-03 03:20:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 11:20:51
2026-03-03 09:37:57,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 17:37:57
2026-03-03 09:38:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 17:38:06
2026-03-03 14:39:08,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 22:39:08
2026-03-03 14:39:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 22:39:22
2026-03-03 21:36:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 05:36:41
2026-03-03 21:36:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 05:36:54
2026-03-04 03:14:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 11:14:41
2026-03-04 03:14:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 11:14:54
2026-03-04 09:37:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 17:37:41
2026-03-04 09:37:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 17:37:51
2026-03-04 14:37:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 22:37:31
2026-03-04 14:37:42,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 22:37:42
2026-03-04 21:36:52,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 05:36:52
2026-03-04 21:37:02,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 05:37:02
2026-03-05 03:16:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 11:16:51
2026-03-05 03:17:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 11:17:00
2026-03-05 09:38:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 17:38:11
2026-03-05 09:38:23,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 17:38:23
2026-03-05 14:39:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 22:39:06
2026-03-05 14:39:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 22:39:17
2026-03-05 21:37:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 05:37:03
2026-03-05 21:37:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 05:37:12
2026-03-06 03:16:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 11:16:27
2026-03-06 03:16:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 11:16:37
2026-03-06 09:37:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 17:37:15
2026-03-06 09:37:26,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 17:37:26
2026-03-06 14:37:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 22:37:22
2026-03-06 14:37:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 22:37:34
2026-03-06 21:36:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 05:36:00
2026-03-06 21:36:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 05:36:10
2026-03-07 03:09:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 11:09:12
2026-03-07 03:09:23,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 11:09:23
2026-03-07 09:35:53,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 17:35:53
2026-03-07 09:36:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 17:36:04
2026-03-07 14:34:44,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 22:34:44
2026-03-07 14:34:53,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-07 22:34:53
